,ticker,volume
903,ZPD3,403.6813559322034
978,SC00,398.3158307210031
680,HJAP,395.47984395318593
842,AFIA,393.50272373540855
469,GACB,393.0396510705789
637,XZEC,392.17727272727274
308,EHDV,387.73396674584325
628,SC0E,385.01097178683386
632,UIMF,381.7643362136685
445,X1GD,377.25525291828797
696,DBX8,372.5091197462331
831,VZLA,368.5846279640229
828,PM9K,368.166270783848
554,CLTC,367.9891891891892
402,ASRM,359.359477124183
693,CEBJ,354.3145800316957
782,LYPD,345.6792156862745
836,21XP,340.18688524590164
807,LYS4,338.19844357976655
974,LIGS,337.0086956521739
75,10AU,332.40342679127724
673,SC0I,328.2507836990596
147,LYX8,328.1831683168317
857,QVMP,324.37688044338876
641,AMEE,323.09027237354087
808,LYS5,320.62568093385215
543,JE13,314.13098039215686
1011,G1CD,311.7857142857143
579,C024,311.6332574031891
635,DXSG,308.2554858934169
897,ZPD6,304.96375990939976
800,MWSH,303.1543756145526
334,ASRV,300.038062283737
447,X13G,299.336186770428
967,E6BR,279.84615384615387
299,ASRZ,279.2275574112735
162,LYXU,273.76271186440675
833,VDOT,271.8490099009901
561,BBUD,267.3624107850912
969,OSX6,261.42334630350194
413,REAL,251.05836575875486
944,XNZE,246.82657342657342
233,QUEU,246.12062256809338
565,HP2A,242.19126506024097
68,MTDD,240.15334572490707
953,USTP,239.25940438871473
747,XCUD,234.78464818763325
947,JPCE,232.13387978142077
714,GNAZ,229.76420233463034
60,NADB,227.34479553903347
582,CNUA,219.9811320754717
618,AW1H,216.20493827160493
509,OG35,215.12972508591065
936,PR1W,214.33333333333334
484,DBXF,213.21238244514106
137,AHYF,211.59344262295082
247,WTRE,210.33333333333334
548,AHYA,209.18408736349454
487,X03C,207.76880877742946
231,VLUS,205.9182879377432
987,SC0Z,183.59952978056427
66,EGV7,180.39591078066914
303,BJLA,177.54279749478079
359,6RQ0,176.54790182106098
698,CEBG,175.6917591125198
746,UBUR,174.53169572107765
143,B8TD,171.45081967213116
198,IBC5,171.16864608076008
979,SC02,170.25313479623824
354,UIM3,168.3293650793651
407,LMWU,166.0456852791878
650,ESGX,165.39744952178535
286,C030,158.59072741806554
824,DBX7,132.81378763866877
333,H41A,114.40994854202401
705,BCFB,107.6360153256705
568,XGEN,107.20603015075378
945,XNZW,93.92296718972896
139,8OUU,88.42105263157895
11,JCHE,81.54380664652568
570,XG12,75.7246963562753
611,ZPRE,73.695479777954
619,LGWT,73.13461538461539
301,BJLB,69.50617283950618
810,REUS,61.77902621722846
489,XLIQ,61.19827586206897
298,ASR1,59.03757828810021
229,EDEU,58.1579766536965
232,VLUD,55.27137546468401
572,XDGI,46.902542372881356
571,SDG9,45.185110663983906
581,CNAA,29.38656195462478
280,AHYI,23.479166666666668
772,X136,14.621134020618557
248,WTER,11.119887165021156
1009,UC90,4.205223880597015
296,BJLC,2.9561586638830897
784,7H60,0.02458366375892149
213,ZPR1,0.0
